id,conversation_id,customer_message,intent,state_info_provided,state_troubleshoot_attempted,state_issue_recurring,state_billing_related,state_device_type,risk,expected_action,expected_outcome,should_escalate,expected_decision,difficulty,labeler_notes
GOLD_0072,2219846,Can I upload my own music to @SpotifyCares if it's not in their catalog?,PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,EXPLAIN_POLICY_OR_CATALOG,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0073,1778467,@SpotifyCares my playlists are completely gone replaced with a bunch of french rap in a playlist called “ma music” which i never made. Missing on both desktop and mobile. Logging out and back in doesn’t fix it.,PLAYLIST_LIBRARY_CATALOG,True,False,False,False,Windows/PC,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0074,1666487,What is Stranger Things mode @115888 and how do I know what playlists are compatible with this feature?,PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0075,2282051,"Spotify's shuffle is SO BAD. On a 300 song playlist, I heard an ENTIRE ALBUM within 30 songs. Please take a second look @SpotifyCares",PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,REQUEST_INFORMATION,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0076,1843951,".@115888 don’t ever, EVER put an indie band’s cover of a hip hop song in my weekly playlist again. Savvy?",PLAYLIST_LIBRARY_CATALOG,True,False,True,False,unknown,LOW,REQUEST_INFORMATION,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0077,2545286,"@115888 not that it wasnt my own damn fault but this is the 5th time this semester ive undownloaded my whole saved songs list accidentally... some kind of prompt along the lines of ""hey you sure you wanna delete all 967 songs rn?"" would be appreciated🙃",PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0078,2520080,@115888 there's just one album from legendary Karate https://t.co/XvStMbRqdj WHY?,PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0079,2022689,can @115888 please bring out a feature that lets you list to 2 playlists at once?🤔 fed up of having to make a new playlist just to merge 2 old ones...,PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0080,2826151,"@SpotifyCares My name is Chaps and i produce Tech House. 
Spotify has linked me as an artist to Chaps (boy band from the 90's).
Help please.",PLAYLIST_LIBRARY_CATALOG,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for PLAYLIST_LIBRARY_CATALOG. Ground truth verified from dialogue trajectory.
GOLD_0081,1698042,@361693 I created my Spotify account by logging in with facebook and I deleted my facebook - and now I have no way to log in to edit my settings but I can still listen to music?,ACCOUNT_ACCESS_AUTH,True,False,True,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0082,1190765,"@SpotifyCares 
My account has been disabled and I need",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0083,1698045,@SpotifyCares My account is blocked after one failed transaction. Not customer-friendly! What to do now? Login on website doesn't work. I need my music.,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0084,1272295,"@SpotifyCares I just submitted to claim one of my artist ""Free Waffle"" under the email __email__ can you speed up the verification process?",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0085,1698050,@SpotifyCares I can't get into my account. It says that I connect through FaceBook but when I try to connect it won't login.,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0086,1272291,@SpotifyCares I trying to link with Facebook but saying Facebook account linked with another account,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0087,44302,@SpotifyCares I tweeted you earlier today and have not heard back. Someone else is using my account again. This is the second time in a week.,ACCOUNT_ACCESS_AUTH,True,False,True,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0088,1778517,"Trying to link @115888 to my @158307 account. PS4 tells me it's already linked to a different PSN account, but Spotify tells me I'm not linked to anything. 🤔🤔

Halp, @SpotifyCares?",ACCOUNT_ACCESS_AUTH,True,False,False,False,Smart TV/Console,LOW,PROVIDE_GENERAL_ASSISTANCE,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0089,1778496,@SpotifyCares someone keeps listening to my account on their device.  How can i keep them out of my account,ACCOUNT_ACCESS_AUTH,True,False,True,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0090,1736593,@115888 cancel my account thanks .Very hard to contact you .,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0091,1778489,@115888 need your help with account,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0092,1950473,@SpotifyCares Is it possible to play music ONLY from my library of local file songs I brought on the Google Home? I really want to know this before I sign up for a Spotify account,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFORMATION,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0093,1843936,"@SpotifyCares This screen is shown to me AFTER logging in with a username and password, and the 'log me in anyway' button takes me to my logged in home screen. 

However an error message is shown if I try logging in with an invalid password.

I'm confused 🤔 https://t.co/56JkSQ0DYm",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,LIKELY_RESOLVED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0094,2038951,This and only this is why I still have a @188 account. @115888 Why are you doing this to me?! https://t.co/8eGeoJsdrv,ACCOUNT_ACCESS_AUTH,True,False,True,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0095,2108120,@SpotifyCares I am having a hard time logging in to my account. It has been years since I needed info to log in and nothing I try works.,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0096,1736608,"@SpotifyCares hey I was in offline mode on my android a I restarted the phone. Now I can't login, it says I'm in offline mode. What the heck?",ACCOUNT_ACCESS_AUTH,True,True,False,False,Android,LOW,REQUEST_INFORMATION,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0097,2282062,"@SpotifyCares Absolutely dreadful to deal with. Unresponsive, no responses to content of E mails, no call centre and have locked me out of my account despite being up to date with payments. Have lost several years of playlists. Good with platitudes, however. #deezer #cd #vinyl",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0098,1736633,"@SpotifyCares can't log in with the same log in details i've been using for like 5 years. Seriously, my only option to contact you is through twitter what kind of bull shit customer service is this. At least provide a gd email...",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0099,1666501,"@SpotifyCares - my son set up an account and now we want to cancel it, but he can't remember what device it is on (thinks it is an old phone) and we can't figure out his login info.  Please dm me.",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0100,1630488,"@SpotifyCares Hello! I've been hacked (someone accessed to my account and changed email and password), I still can access trough Facebook but I need support I'm not receiving. :-(",ACCOUNT_ACCESS_AUTH,True,False,True,False,unknown,HIGH,PROVIDE_INSTRUCTIONS,LIKELY_RESOLVED,True,ESCALATE,Hard,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0101,1630496,"@SpotifyCares Hi there, I cannot sign up for a new account on a Mac or iPhone. How do I do now?",ACCOUNT_ACCESS_AUTH,True,False,False,False,iPhone,LOW,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0102,1630498,@SpotifyCares please help me with my account!!!,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0103,1698034,"@SpotifyCares I just received emails saying my email address was changed, my plan was changed to Family and my zip code was changed. I did not authorize any of this and it appears this is happening to others on twitter as well. Please let me know what happened ASAP.",ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0104,2368001,@115888 Hmm. So I can't unlink my Spotify from a Facebook login. It's sad Because I have some pretty good music I wanna share... I didn't have this problem with Groove Music...,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0105,1790147,@115888 paano po mag change address sa Spotify account?,ACCOUNT_ACCESS_AUTH,True,False,False,False,unknown,LOW,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for ACCOUNT_ACCESS_AUTH. Ground truth verified from dialogue trajectory.
GOLD_0106,579495,"@SpotifyCares Hey guys! I have a query relating to a release date bug on the latest macOS client. Everything updated, fresh install. Has been persisting for about a month. Shows the correct year on artist page but then one year off on album page. See pics for details. TIA :) https://t.co/QYPvIJxCqT",APP_CRASH_BUG,True,True,False,False,Mac,LOW,TROUBLESHOOT_REINSTALL,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0107,2848314,@SpotifyCares I read somewhere you brought in a 'Discover Weekly' vote option to vote for tracks as yay or nay. Don't see it though. Slow roll-out or rumour?,APP_CRASH_BUG,True,False,False,False,unknown,LOW,PROVIDE_INSTRUCTIONS,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0108,2850074,"@137949 @SpotifyCares When I shuffle a large (1000+ songs) playlist on my Sonos One it literally only ever plays the first 100 songs. 
All other clients ok.

This list: https://t.co/IZUQWPSDNl
Never plays anything past Frightened Rabbit. 

What's that about? 
Known bug?",APP_CRASH_BUG,True,False,False,False,Audio/Accessory,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0109,2855915,About to get rid of @115888 . Sick of my music muting/freezing all the time😤😤😤😤😤😤,APP_CRASH_BUG,True,False,False,False,unknown,LOW,REQUEST_INFORMATION,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0110,2859029,@115888 So sick of big tech companies like @115888 eliminating customer service completely so there is no way to contact them about a billing glitch and they kick you off their service.,APP_CRASH_BUG,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0111,2880943,@SpotifyCares hi! Where abouts in your backlog is the Mazda/ Spotify Bluetooth integration bug? https://t.co/RDHFmWOz3S,APP_CRASH_BUG,True,False,False,False,Audio/Accessory,LOW,REQUEST_INFORMATION,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0112,2891290,@117168 so all of my created playlist are defaulting to Christmas music after the first song..is this a bug? Please fix,APP_CRASH_BUG,True,False,False,False,unknown,LOW,REQUEST_INFORMATION,RESOLVED,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0113,2898341,"The only program which ever causes a total freeze on my Windows 10 machine is @115888, and it does so regularly.",APP_CRASH_BUG,True,False,False,False,Windows/PC,LOW,REQUEST_INFO_AND_REDIRECT_DM,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0114,2912465,Come on @115888 get it together... crashing during my workout isn’t worth $9.99 a month.... don’t make me go to @115948,APP_CRASH_BUG,True,False,False,False,unknown,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0115,2913835,@115888 you wanna explain why I’m paying $9.99 a month for this? Also your desktop app crashes @116230 frequently https://t.co/4saQKEtMB1,APP_CRASH_BUG,True,False,False,False,Windows/PC,LOW,ESCALATE_INTERNAL,ESCALATED,True,ESCALATE,Medium,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0116,2916612,@SpotifyCares your app doesn’t work. It shows a black screen and says an error has occurred check your internet connection. My internet is working flawlessly. I’m using an iPhone 7 Plus and I’m on the most current version of iOS and the app is up to date.,APP_CRASH_BUG,True,False,False,False,iPhone,LOW,REQUEST_INFORMATION,LIKELY_RESOLVED,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0117,2917804,@115888 why does Spotify web player always freeze?? lmk?? jw??,APP_CRASH_BUG,True,False,True,False,unknown,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0118,2919366,Why is my @115888 super slow or not loading at all?!,APP_CRASH_BUG,True,False,False,False,unknown,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0119,2917883,@115888 either this or a blank screen will pop up when I try to search an artist https://t.co/O053lk4R8v,APP_CRASH_BUG,True,False,False,False,unknown,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0120,2934753,"@SpotifyCares have an issue on iPhone App. IOS 10.3.3. Uninstalled and reinstalled, rebooted phone. Black screen with three dots followed by this. https://t.co/P9BhOpUKOE",APP_CRASH_BUG,True,True,False,False,iPhone,LOW,PROVIDE_GENERAL_ASSISTANCE,UNRESOLVED_OPEN,False,AUTO-HANDLE,Easy,Stratified held-out test case for APP_CRASH_BUG. Ground truth verified from dialogue trajectory.
GOLD_0121,1698007,@SpotifyCares I recently changed my account to a Student Discount rate but I have been charged $9.99 this month.  Can you verify that the Student Discount has been processed please?,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0122,1842975,Hey @115888 @117168 how do I change my account from a regular account to a student account? I’ve been a student for about 4 months and I haven’t had any help with this.,STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0123,1384573,"@SpotifyCares Hello, I'm trying to link my Spotify to Hulu accounts, but Hulu says its having trouble authenticating the account, and to talk to Spotify support",STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0124,2133712,@SpotifyCares I need help logging into my Hulu account with my Student Spotify Premium! Can you please verify my info so I can access my Hulu?,STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0125,1666499,@SpotifyCares i have the student spotify x hulu package and i am currently paying $4.99 for hulu x spotify AND $7.99 for hulu because it will not let me change/sync up the plans and i’m annoyed please help,STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0126,1697984,@SpotifyCares trying to update my payment info &amp; when I attempt to update sends me to /#student-pci-credit-card can you help! Graduated in '10!,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0127,1666483,@SpotifyCares you charged me 9.99 for spotify when i am supposed to have the 4.99 student + hulu account wtf ? ? ?,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0128,1698056,"@SpotifyCares I want to renew my student discount subscription, but when I put my credentials in the website cannot confirm that I am a student. Help please, I miss the low price and my Seinfeld",STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0129,469555,How does Spotify tell you that you can get Hulu for free under Spotify premium only to sneak up and charge me an extra $4.99 plus tax like dude I'm a broke college student why do you gotta do me dirty like that Spotify? 🙃,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0130,1843945,@SpotifyCares I'm attempting to receive the student discount.  I attend Colorado Christian University so the option is offered yet is says it cannot confirm that I am a student.  I even use my school email for my spotify account.,STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0131,2720911,@116130 hi I've been a student member for years. Checked my bank account just now you charged me normal premium membership!! Can you explain???,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0132,2282060,@SpotifyCares hi I have premium account but wanna activate my student discount? Do I have to cancel my current plan and reactivate it as a student one??,STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0133,2282045,@SpotifyCares hello I just signed up for you student account and my card was double charged the $4.99. What can be done.,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,HIGH,REDIRECT_DM,ESCALATED,True,ESCALATE,Hard,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0134,2344410,I’ve been charged full price instead of my student discounted price pls help @SpotifyCares,STUDENT_DISCOUNT_HULU,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0135,2428563,"@SpotifyCares Hello, I ran out of the student discount, and it says I can reapply, but will not let me. Please help.",STUDENT_DISCOUNT_HULU,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for STUDENT_DISCOUNT_HULU. Ground truth verified from dialogue trajectory.
GOLD_0136,1157903,@SpotifyCares any suggestions? This happens each time I try to accept my family account invitation... https://t.co/jselUyN7cz,FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0137,1698047,"@115888 Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan.
What can I do to solve this? I really want the service that you are offering.",FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0138,1698058,"@SpotifyCares i can't seem to add others to my premium for family account, each time I try it just appears with a blank screen? Have tried on various devices!?",FAMILY_PLAN_SETUP,True,True,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0139,1384544,"@117153 I have Spotify premium I´m trying to add my wife who is next to me right now, Spotify system asks to my wife user if we are currently in the same physical address, yes! we are!  it asks for the address, we typed it and it doesn´t let her activate, what´s going on?",FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,RESOLVED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0140,2022696,"@115888 I need help with my family account... I don't remember the address that I put and my family want to join 

Can someone help me? 
Thanks",FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0141,1736595,"@SpotifyCares Just signed up for Premium Family and was successfully charged, but and all of my family members are getting errors signing in.",FAMILY_PLAN_SETUP,True,False,False,True,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0142,1698019,"@SpotifyCares hi, my flatmates have suddenly been kicked out our Family account and I can't confirm their addresses :( what can we do? Thanks x",FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
GOLD_0143,2133714,"@SpotifyCares I made a spotify family plan, and I've managed to successfully add 3 family members. but 2 of them aren't receiving the email invites at all. I've sent it 3x already.",FAMILY_PLAN_SETUP,True,False,False,False,unknown,MEDIUM,REQUEST_INFO_AND_REDIRECT_DM,ESCALATED,False,AUTO-HANDLE,Easy,Stratified held-out test case for FAMILY_PLAN_SETUP. Ground truth verified from dialogue trajectory.
